"","Param_a","Param_b","Distribution","True_a","True_b"
"35",36.3248583329738,5.75588292617574,"gamma",34.214480222609,5.21575450832101
"36",37.731777073217,5.75588292617574,"gamma",34.214480222609,5.21575450832101
"37",5.71150861741868,6.94595910716098,"weibull",6.02763049008523,7.03632612112432
"38",5.8379573664853,6.94595910716098,"weibull",6.02763049008523,7.03632612112432
"39",5.96440611555192,6.94595910716098,"weibull",6.02763049008523,7.03632612112432
"40",6.09085486461854,6.94595910716098,"weibull",6.02763049008523,7.03632612112432
"41",6.21730361368516,6.94595910716098,"weibull",6.02763049008523,7.03632612112432
"42",6.34375236275178,6.94595910716098,"weibull",6.02763049008523,7.03632612112432
"43",5.71150861741868,6.98210591274632,"weibull",6.02763049008523,7.03632612112432
"44",5.8379573664853,6.98210591274632,"weibull",6.02763049008523,7.03632612112432
"45",5.96440611555192,6.98210591274632,"weibull",6.02763049008523,7.03632612112432
"46",6.09085486461854,6.98210591274632,"weibull",6.02763049008523,7.03632612112432
"47",6.21730361368516,6.98210591274632,"weibull",6.02763049008523,7.03632612112432
"48",6.34375236275178,6.98210591274632,"weibull",6.02763049008523,7.03632612112432
"49",5.71150861741868,7.01825271833165,"weibull",6.02763049008523,7.03632612112432
"50",5.8379573664853,7.01825271833165,"weibull",6.02763049008523,7.03632612112432
"51",5.96440611555192,7.01825271833165,"weibull",6.02763049008523,7.03632612112432
"52",6.09085486461854,7.01825271833165,"weibull",6.02763049008523,7.03632612112432
"53",6.21730361368516,7.01825271833165,"weibull",6.02763049008523,7.03632612112432
"54",6.34375236275178,7.01825271833165,"weibull",6.02763049008523,7.03632612112432
"55",5.71150861741868,7.05439952391699,"weibull",6.02763049008523,7.03632612112432
"56",5.8379573664853,7.05439952391699,"weibull",6.02763049008523,7.03632612112432
"57",5.96440611555192,7.05439952391699,"weibull",6.02763049008523,7.03632612112432
"58",6.09085486461854,7.05439952391699,"weibull",6.02763049008523,7.03632612112432
"59",6.21730361368516,7.05439952391699,"weibull",6.02763049008523,7.03632612112432
"60",6.34375236275178,7.05439952391699,"weibull",6.02763049008523,7.03632612112432
"61",5.71150861741868,7.09054632950232,"weibull",6.02763049008523,7.03632612112432
"62",5.8379573664853,7.09054632950232,"weibull",6.02763049008523,7.03632612112432
"63",5.96440611555192,7.09054632950232,"weibull",6.02763049008523,7.03632612112432
"64",6.09085486461854,7.09054632950232,"weibull",6.02763049008523,7.03632612112432
"65",6.21730361368516,7.09054632950232,"weibull",6.02763049008523,7.03632612112432
"66",6.34375236275178,7.09054632950232,"weibull",6.02763049008523,7.03632612112432
"67",5.71150861741868,7.12669313508766,"weibull",6.02763049008523,7.03632612112432
"68",5.8379573664853,7.12669313508766,"weibull",6.02763049008523,7.03632612112432
"69",5.96440611555192,7.12669313508766,"weibull",6.02763049008523,7.03632612112432
"70",6.09085486461854,7.12669313508766,"weibull",6.02763049008523,7.03632612112432
"71",6.21730361368516,7.12669313508766,"weibull",6.02763049008523,7.03632612112432
"72",6.34375236275178,7.12669313508766,"weibull",6.02763049008523,7.03632612112432
"73",6.47780947696728,1.0634820064482,"norm",6.55972222222222,1.12140285681995
"74",6.51057457506926,1.0634820064482,"norm",6.55972222222222,1.12140285681995
"75",6.54333967317123,1.0634820064482,"norm",6.55972222222222,1.12140285681995
"76",6.57610477127321,1.0634820064482,"norm",6.55972222222222,1.12140285681995
"77",6.60886986937518,1.0634820064482,"norm",6.55972222222222,1.12140285681995
"78",6.64163496747716,1.0634820064482,"norm",6.55972222222222,1.12140285681995
"79",6.47780947696728,1.0866503465969,"norm",6.55972222222222,1.12140285681995
"80",6.51057457506926,1.0866503465969,"norm",6.55972222222222,1.12140285681995
"81",6.54333967317123,1.0866503465969,"norm",6.55972222222222,1.12140285681995
"82",6.57610477127321,1.0866503465969,"norm",6.55972222222222,1.12140285681995
"83",6.60886986937518,1.0866503465969,"norm",6.55972222222222,1.12140285681995
"84",6.64163496747716,1.0866503465969,"norm",6.55972222222222,1.12140285681995
"85",6.47780947696728,1.1098186867456,"norm",6.55972222222222,1.12140285681995
"86",6.51057457506926,1.1098186867456,"norm",6.55972222222222,1.12140285681995
"87",6.54333967317123,1.1098186867456,"norm",6.55972222222222,1.12140285681995
"88",6.57610477127321,1.1098186867456,"norm",6.55972222222222,1.12140285681995
"89",6.60886986937518,1.1098186867456,"norm",6.55972222222222,1.12140285681995
"90",6.64163496747716,1.1098186867456,"norm",6.55972222222222,1.12140285681995
"91",6.47780947696728,1.1329870268943,"norm",6.55972222222222,1.12140285681995
"92",6.51057457506926,1.1329870268943,"norm",6.55972222222222,1.12140285681995
"93",6.54333967317123,1.1329870268943,"norm",6.55972222222222,1.12140285681995
"94",6.57610477127321,1.1329870268943,"norm",6.55972222222222,1.12140285681995
"95",6.60886986937518,1.1329870268943,"norm",6.55972222222222,1.12140285681995
"96",6.64163496747716,1.1329870268943,"norm",6.55972222222222,1.12140285681995
"97",6.47780947696728,1.156155367043,"norm",6.55972222222222,1.12140285681995
"98",6.51057457506926,1.156155367043,"norm",6.55972222222222,1.12140285681995
"99",6.54333967317123,1.156155367043,"norm",6.55972222222222,1.12140285681995
"100",6.57610477127321,1.156155367043,"norm",6.55972222222222,1.12140285681995
"101",6.60886986937518,1.156155367043,"norm",6.55972222222222,1.12140285681995
"102",6.64163496747716,1.156155367043,"norm",6.55972222222222,1.12140285681995
"103",6.47780947696728,1.1793237071917,"norm",6.55972222222222,1.12140285681995
"104",6.51057457506926,1.1793237071917,"norm",6.55972222222222,1.12140285681995
"105",6.54333967317123,1.1793237071917,"norm",6.55972222222222,1.12140285681995
"106",6.57610477127321,1.1793237071917,"norm",6.55972222222222,1.12140285681995
"107",6.60886986937518,1.1793237071917,"norm",6.55972222222222,1.12140285681995
"108",6.64163496747716,1.1793237071917,"norm",6.55972222222222,1.12140285681995
"109",1.85367776852699,0.163378357279048,"lnorm",1.86626158449785,0.17227510975853
"110",1.85871129491534,0.163378357279048,"lnorm",1.86626158449785,0.17227510975853
"111",1.86374482130368,0.163378357279048,"lnorm",1.86626158449785,0.17227510975853
"112",1.86877834769202,0.163378357279048,"lnorm",1.86626158449785,0.17227510975853
"113",1.87381187408037,0.163378357279048,"lnorm",1.86626158449785,0.17227510975853
"114",1.87884540046871,0.163378357279048,"lnorm",1.86626158449785,0.17227510975853
"115",1.85367776852699,0.166937058270841,"lnorm",1.86626158449785,0.17227510975853
"116",1.85871129491534,0.166937058270841,"lnorm",1.86626158449785,0.17227510975853
"117",1.86374482130368,0.166937058270841,"lnorm",1.86626158449785,0.17227510975853
"118",1.86877834769202,0.166937058270841,"lnorm",1.86626158449785,0.17227510975853
"119",1.87381187408037,0.166937058270841,"lnorm",1.86626158449785,0.17227510975853
"120",1.87884540046871,0.166937058270841,"lnorm",1.86626158449785,0.17227510975853
"121",1.85367776852699,0.170495759262634,"lnorm",1.86626158449785,0.17227510975853
"122",1.85871129491534,0.170495759262634,"lnorm",1.86626158449785,0.17227510975853
"123",1.86374482130368,0.170495759262634,"lnorm",1.86626158449785,0.17227510975853
"124",1.86877834769202,0.170495759262634,"lnorm",1.86626158449785,0.17227510975853
"125",1.87381187408037,0.170495759262634,"lnorm",1.86626158449785,0.17227510975853
"126",1.87884540046871,0.170495759262634,"lnorm",1.86626158449785,0.17227510975853
"127",1.85367776852699,0.174054460254426,"lnorm",1.86626158449785,0.17227510975853
"128",1.85871129491534,0.174054460254426,"lnorm",1.86626158449785,0.17227510975853
"129",1.86374482130368,0.174054460254426,"lnorm",1.86626158449785,0.17227510975853
"130",1.86877834769202,0.174054460254426,"lnorm",1.86626158449785,0.17227510975853
"131",1.87381187408037,0.174054460254426,"lnorm",1.86626158449785,0.17227510975853
"132",1.87884540046871,0.174054460254426,"lnorm",1.86626158449785,0.17227510975853
"133",1.85367776852699,0.177613161246219,"lnorm",1.86626158449785,0.17227510975853
"134",1.85871129491534,0.177613161246219,"lnorm",1.86626158449785,0.17227510975853
"135",1.86374482130368,0.177613161246219,"lnorm",1.86626158449785,0.17227510975853
"136",1.86877834769202,0.177613161246219,"lnorm",1.86626158449785,0.17227510975853
"137",1.87381187408037,0.177613161246219,"lnorm",1.86626158449785,0.17227510975853
"138",1.87884540046871,0.177613161246219,"lnorm",1.86626158449785,0.17227510975853
"139",1.85367776852699,0.181171862238011,"lnorm",1.86626158449785,0.17227510975853
"140",1.85871129491534,0.181171862238011,"lnorm",1.86626158449785,0.17227510975853
"141",1.86374482130368,0.181171862238011,"lnorm",1.86626158449785,0.17227510975853
"142",1.86877834769202,0.181171862238011,"lnorm",1.86626158449785,0.17227510975853
"143",1.87381187408037,0.181171862238011,"lnorm",1.86626158449785,0.17227510975853
"144",1.87884540046871,0.181171862238011,"lnorm",1.86626158449785,0.17227510975853
